id,agno,home,away,score_0,score_1,tournament
2501,1996,Turquía,San Marino,7,0,FIFA World Cup qualification
2502,1996,Estados Unidos,Trinidad y Tobago,2,0,FIFA World Cup qualification
2503,1996,Tonga,Islas Cook,2,0,FIFA World Cup qualification
2504,1996,Chile,Uruguay,1,0,FIFA World Cup qualification
2505,1996,Samoa,Islas Cook,2,1,FIFA World Cup qualification
2506,1996,España,Eslovaquia,4,1,FIFA World Cup qualification
2507,1996,Tonga,Samoa,1,0,FIFA World Cup qualification
2508,1996,Honduras,San Vicente y las Granadinas,11,3,FIFA World Cup qualification
2509,1996,Jamaica,México,1,0,FIFA World Cup qualification
2510,1996,Guatemala,Costa Rica,1,0,FIFA World Cup qualification
2511,1996,Trinidad y Tobago,Estados Unidos,0,1,FIFA World Cup qualification
2512,1996,Costa Rica,Estados Unidos,2,1,FIFA World Cup qualification
2513,1996,El Salvador,Cuba,3,0,FIFA World Cup qualification
2514,1996,Guatemala,Trinidad y Tobago,2,1,FIFA World Cup qualification
2515,1996,Bélgica,Países Bajos,0,3,FIFA World Cup qualification
2516,1996,Chipre,Bulgaria,1,3,FIFA World Cup qualification
2517,1996,Macedonia del Norte,Rumania,0,3,FIFA World Cup qualification
2518,1996,Irlanda del Norte,Albania,2,0,FIFA World Cup qualification
2519,1996,Portugal,Alemania,0,0,FIFA World Cup qualification
2520,1996,España,Serbia,2,0,FIFA World Cup qualification
2521,1996,Estados Unidos,Costa Rica,2,1,FIFA World Cup qualification
2522,1996,Gales,Turquía,0,0,FIFA World Cup qualification
2523,1996,Argentina,Chile,1,1,FIFA World Cup qualification
2524,1996,Bolivia,Paraguay,0,0,FIFA World Cup qualification
2525,1996,El Salvador,Canadá,0,2,FIFA World Cup qualification
2526,1996,Israel,Luxemburgo,1,0,FIFA World Cup qualification
2527,1996,Panamá,Cuba,3,1,FIFA World Cup qualification
2528,1996,Uruguay,Perú,2,0,FIFA World Cup qualification
2529,1996,Venezuela,Colombia,0,2,FIFA World Cup qualification
2530,1996,Malta,España,0,3,FIFA World Cup qualification
2531,1996,Costa Rica,Trinidad y Tobago,2,1,FIFA World Cup qualification
2532,1996,Guatemala,Estados Unidos,2,2,FIFA World Cup qualification
2533,1997,Namibia,Liberia,0,0,FIFA World Cup qualification
2534,1997,Sierra Leona,Gabón,1,0,FIFA World Cup qualification
2535,1997,Zambia,Sudáfrica,0,0,FIFA World Cup qualification
2536,1997,Bolivia,Ecuador,2,0,FIFA World Cup qualification
2537,1997,Burkina Faso,Guinea,0,2,FIFA World Cup qualification
2538,1997,Camerún,Angola,0,0,FIFA World Cup qualification
2539,1997,República Democrática del Congo,Congo,1,1,FIFA World Cup qualification
2540,1997,Ghana,Marruecos,2,2,FIFA World Cup qualification
2541,1997,Kenia,Nigeria,1,1,FIFA World Cup qualification
2542,1997,Perú,Chile,2,1,FIFA World Cup qualification
2543,1997,Túnez,Egipto,1,0,FIFA World Cup qualification
2544,1997,Uruguay,Argentina,0,0,FIFA World Cup qualification
2545,1997,Venezuela,Paraguay,0,2,FIFA World Cup qualification
2546,1997,Zimbabue,Togo,3,0,FIFA World Cup qualification
2547,1997,Ecuador,Uruguay,4,0,FIFA World Cup qualification
2548,1997,Estonia,Escocia,0,0,FIFA World Cup qualification
2549,1997,Bolivia,Chile,1,1,FIFA World Cup qualification
2550,1997,Colombia,Argentina,0,1,FIFA World Cup qualification
2551,1997,Inglaterra,Italia,0,1,FIFA World Cup qualification
2552,1997,Paraguay,Perú,2,1,FIFA World Cup qualification
2553,1997,España,Malta,4,0,FIFA World Cup qualification
2554,1997,Tonga,Islas Salomón,0,4,FIFA World Cup qualification
2555,1997,Hong Kong,Corea del Sur,0,2,FIFA World Cup qualification
2556,1997,Islas Salomón,Tonga,9,0,FIFA World Cup qualification
2557,1997,Jamaica,Estados Unidos,0,0,FIFA World Cup qualification
2558,1997,México,Canadá,4,0,FIFA World Cup qualification
2559,1997,Tailandia,Corea del Sur,1,3,FIFA World Cup qualification
2560,1997,Tailandia,Hong Kong,2,0,FIFA World Cup qualification
2561,1997,Taiwán,Arabia Saudita,0,2,FIFA World Cup qualification
2562,1997,Costa Rica,México,0,0,FIFA World Cup qualification
2563,1997,Malasia,Bangladesh,2,0,FIFA World Cup qualification
2564,1997,Estados Unidos,Canadá,3,0,FIFA World Cup qualification
2565,1997,Bangladesh,Taiwán,1,3,FIFA World Cup qualification
2566,1997,Malasia,Arabia Saudita,0,0,FIFA World Cup qualification
2567,1997,Bangladesh,Arabia Saudita,1,4,FIFA World Cup qualification
2568,1997,Malasia,Taiwán,2,0,FIFA World Cup qualification
2569,1997,Costa Rica,Estados Unidos,3,2,FIFA World Cup qualification
2570,1997,Nepal,Macao,1,1,FIFA World Cup qualification
2571,1997,Omán,Japón,0,1,FIFA World Cup qualification
2572,1997,Macao,Japón,0,10,FIFA World Cup qualification
2573,1997,Omán,Nepal,1,0,FIFA World Cup qualification
2574,1997,Nepal,Japón,0,6,FIFA World Cup qualification
2575,1997,Omán,Macao,4,0,FIFA World Cup qualification
2576,1997,Arabia Saudita,Bangladesh,3,0,FIFA World Cup qualification
2577,1997,Taiwán,Bangladesh,1,2,FIFA World Cup qualification
2578,1997,Albania,Ucrania,0,1,FIFA World Cup qualification
2579,1997,Croacia,Dinamarca,1,1,FIFA World Cup qualification
2580,1997,Chipre,Rusia,1,1,FIFA World Cup qualification
2581,1997,Italia,Moldavia,3,0,FIFA World Cup qualification
2582,1997,Países Bajos,San Marino,4,0,FIFA World Cup qualification
2583,1997,Irlanda del Norte,Portugal,0,0,FIFA World Cup qualification
2584,1997,Rumania,Liechtenstein,8,0,FIFA World Cup qualification
2585,1997,Arabia Saudita,Malasia,3,0,FIFA World Cup qualification
2586,1997,Escocia,Estonia,2,0,FIFA World Cup qualification
2587,1997,Gales,Bélgica,1,2,FIFA World Cup qualification
2588,1997,Hong Kong,Tailandia,3,2,FIFA World Cup qualification
2589,1997,Bangladesh,Malasia,0,1,FIFA World Cup qualification
2590,1997,Luxemburgo,Israel,0,3,FIFA World Cup qualification
2591,1997,Malta,Eslovaquia,0,2,FIFA World Cup qualification
2592,1997,Arabia Saudita,Taiwán,6,0,FIFA World Cup qualification
2593,1997,Albania,Alemania,2,3,FIFA World Cup qualification
2594,1997,Azerbaiyán,Finlandia,1,2,FIFA World Cup qualification
2595,1997,Bolivia,Argentina,2,1,FIFA World Cup qualification
2596,1997,Bosnia y Herzegovina,Grecia,0,1,FIFA World Cup qualification
2597,1997,Bulgaria,Chipre,4,1,FIFA World Cup qualification
2598,1997,Croacia,Eslovenia,3,3,FIFA World Cup qualification
2599,1997,República Checa,Serbia,1,2,FIFA World Cup qualification
2600,1997,Lituania,Rumania,0,1,FIFA World Cup qualification
2601,1997,Macedonia del Norte,Irlanda,3,2,FIFA World Cup qualification
2602,1997,Paraguay,Colombia,2,1,FIFA World Cup qualification
2603,1997,Perú,Ecuador,1,1,FIFA World Cup qualification
2604,1997,Polonia,Italia,0,0,FIFA World Cup qualification
2605,1997,Escocia,Austria,2,0,FIFA World Cup qualification
2606,1997,Turquía,Países Bajos,1,0,FIFA World Cup qualification
2607,1997,Ucrania,Irlanda del Norte,2,1,FIFA World Cup qualification
2608,1997,Uruguay,Venezuela,3,1,FIFA World Cup qualification
2609,1997,Nigeria,Guinea,2,1,FIFA World Cup qualification
2610,1997,Sierra Leona,Ghana,1,1,FIFA World Cup qualification
2611,1997,Angola,Togo,3,1,FIFA World Cup qualification
2612,1997,Camerún,Zimbabue,1,0,FIFA World Cup qualification
2613,1997,Canadá,El Salvador,0,0,FIFA World Cup qualification
2614,1997,Congo,Sudáfrica,2,0,FIFA World Cup qualification
2615,1997,Gabón,Marruecos,0,4,FIFA World Cup qualification
2616,1997,Indonesia,Camboya,8,0,FIFA World Cup qualification
2617,1997,Kenia,Burkina Faso,4,3,FIFA World Cup qualification
2618,1997,Liberia,Egipto,1,0,FIFA World Cup qualification
2619,1997,Namibia,Túnez,1,2,FIFA World Cup qualification
2620,1997,Jordania,Emiratos Árabes Unidos,0,0,FIFA World Cup qualification
2621,1997,República Democrática del Congo,Zambia,2,2,FIFA World Cup qualification
2622,1997,Baréin,Emiratos Árabes Unidos,1,2,FIFA World Cup qualification
2623,1997,Indonesia,Yemen,0,0,FIFA World Cup qualification
2624,1997,Líbano,Singapur,1,1,FIFA World Cup qualification
2625,1997,México,Jamaica,6,0,FIFA World Cup qualification
2626,1997,Baréin,Jordania,1,0,FIFA World Cup qualification
2627,1997,Jordania,Baréin,4,1,FIFA World Cup qualification
2628,1997,Camboya,Yemen,0,1,FIFA World Cup qualification
2629,1997,Estados Unidos,México,2,2,FIFA World Cup qualification
2630,1997,Emiratos Árabes Unidos,Baréin,3,0,FIFA World Cup qualification
2631,1997,Namibia,Egipto,2,3,FIFA World Cup qualification
2632,1997,Sierra Leona,Marruecos,0,1,FIFA World Cup qualification
2633,1997,Singapur,Kuwait,0,1,FIFA World Cup qualification
2634,1997,Emiratos Árabes Unidos,Jordania,2,0,FIFA World Cup qualification
2635,1997,Burkina Faso,Nigeria,1,2,FIFA World Cup qualification
2636,1997,Camboya,Indonesia,1,1,FIFA World Cup qualification
2637,1997,Camerún,Togo,2,0,FIFA World Cup qualification
2638,1997,Canadá,Jamaica,0,0,FIFA World Cup qualification
2639,1997,República Democrática del Congo,Sudáfrica,1,2,FIFA World Cup qualification
2640,1997,Ghana,Gabón,3,0,FIFA World Cup qualification
2641,1997,Kenia,Guinea,1,0,FIFA World Cup qualification
2642,1997,Túnez,Liberia,2,0,FIFA World Cup qualification
2643,1997,Zambia,Congo,3,0,FIFA World Cup qualification
2644,1997,Zimbabue,Angola,0,0,FIFA World Cup qualification
2645,1997,Chile,Venezuela,6,0,FIFA World Cup qualification
2646,1997,Argentina,Ecuador,2,1,FIFA World Cup qualification
2647,1997,Armenia,Irlanda del Norte,0,0,FIFA World Cup qualification
2648,1997,Austria,Estonia,2,0,FIFA World Cup qualification
2649,1997,Colombia,Perú,0,1,FIFA World Cup qualification
2650,1997,Dinamarca,Eslovenia,4,0,FIFA World Cup qualification
2651,1997,Inglaterra,Georgia,2,0,FIFA World Cup qualification
2652,1997,Alemania,Ucrania,2,0,FIFA World Cup qualification
2653,1997,Grecia,Croacia,0,1,FIFA World Cup qualification
2654,1997,Israel,Chipre,2,0,FIFA World Cup qualification
2655,1997,Italia,Polonia,3,0,FIFA World Cup qualification
2656,1997,Letonia,Bielorrusia,2,0,FIFA World Cup qualification
2657,1997,Liechtenstein,Lituania,0,2,FIFA World Cup qualification
2658,1997,Malta,Islas Feroe,1,2,FIFA World Cup qualification
2659,1997,Noruega,Finlandia,1,1,FIFA World Cup qualification
2660,1997,Paraguay,Uruguay,3,1,FIFA World Cup qualification
2661,1997,Rumania,Irlanda,1,0,FIFA World Cup qualification
2662,1997,Rusia,Luxemburgo,3,0,FIFA World Cup qualification
2663,1997,San Marino,Países Bajos,0,6,FIFA World Cup qualification
2664,1997,Serbia,España,1,1,FIFA World Cup qualification
2665,1997,Suecia,Escocia,2,1,FIFA World Cup qualification
2666,1997,Suiza,Hungría,1,0,FIFA World Cup qualification
2667,1997,Turquía,Bélgica,1,3,FIFA World Cup qualification
2668,1997,El Salvador,Costa Rica,2,1,FIFA World Cup qualification
2669,1997,Tayikistán,Vietnam,4,0,FIFA World Cup qualification
2670,1997,Turkmenistán,China,1,4,FIFA World Cup qualification
2671,1997,Ucrania,Armenia,1,1,FIFA World Cup qualification
2672,1997,Kuwait,Líbano,2,0,FIFA World Cup qualification
2673,1997,Yemen,Uzbekistán,0,1,FIFA World Cup qualification
2674,1997,Costa Rica,Jamaica,3,1,FIFA World Cup qualification
2675,1997,Kazajistán,Pakistán,3,0,FIFA World Cup qualification
2676,1997,Tayikistán,China,0,1,FIFA World Cup qualification
2677,1997,Turkmenistán,Vietnam,2,1,FIFA World Cup qualification
2678,1997,Yemen,Camboya,7,0,FIFA World Cup qualification
2679,1997,Estonia,Letonia,1,3,FIFA World Cup qualification
2680,1997,Jamaica,El Salvador,1,0,FIFA World Cup qualification
2681,1997,Irlanda,Liechtenstein,5,0,FIFA World Cup qualification
2682,1997,Pakistán,Irak,2,6,FIFA World Cup qualification
2683,1997,Singapur,Líbano,1,2,FIFA World Cup qualification
2684,1997,Turkmenistán,Tayikistán,1,2,FIFA World Cup qualification
2685,1997,Uzbekistán,Camboya,6,0,FIFA World Cup qualification
2686,1997,Vietnam,China,1,3,FIFA World Cup qualification
2687,1997,Corea del Sur,Hong Kong,4,0,FIFA World Cup qualification
2688,1997,Papúa Nueva Guinea,Nueva Zelanda,1,0,FIFA World Cup qualification
2689,1997,Polonia,Inglaterra,0,2,FIFA World Cup qualification
2690,1997,Canadá,Costa Rica,1,0,FIFA World Cup qualification
2691,1997,China,Turkmenistán,1,0,FIFA World Cup qualification
2692,1997,Indonesia,Uzbekistán,1,1,FIFA World Cup qualification
2693,1997,Corea del Sur,Tailandia,0,0,FIFA World Cup qualification
2694,1997,Vietnam,Tayikistán,0,4,FIFA World Cup qualification
2695,1997,Maldivas,Irán,0,17,FIFA World Cup qualification
2696,1997,Kirguistán,Irán,0,7,FIFA World Cup qualification
2697,1997,Siria,Maldivas,12,0,FIFA World Cup qualification
2698,1997,Kuwait,Singapur,4,0,FIFA World Cup qualification
2699,1997,Irak,Kazajistán,1,2,FIFA World Cup qualification
2700,1997,Kirguistán,Maldivas,3,0,FIFA World Cup qualification
2701,1997,Siria,Irán,0,1,FIFA World Cup qualification
2702,1997,Bélgica,San Marino,6,0,FIFA World Cup qualification
2703,1997,Fiyi,Nueva Zelanda,0,1,FIFA World Cup qualification
2704,1997,Georgia,Moldavia,2,0,FIFA World Cup qualification
2705,1997,Macedonia del Norte,Islandia,1,0,FIFA World Cup qualification
2706,1997,Nigeria,Kenia,3,0,FIFA World Cup qualification
2707,1997,Portugal,Albania,2,0,FIFA World Cup qualification
2708,1997,Ucrania,Alemania,0,0,FIFA World Cup qualification
2709,1997,Marruecos,Ghana,1,0,FIFA World Cup qualification
2710,1997,Angola,Camerún,1,1,FIFA World Cup qualification
2711,1997,Argentina,Perú,2,0,FIFA World Cup qualification
2712,1997,Bielorrusia,Escocia,0,1,FIFA World Cup qualification
2713,1997,Bulgaria,Luxemburgo,4,0,FIFA World Cup qualification
2714,1997,China,Tayikistán,0,0,FIFA World Cup qualification
2715,1997,Congo,República Democrática del Congo,1,0,FIFA World Cup qualification
2716,1997,Dinamarca,Bosnia y Herzegovina,2,0,FIFA World Cup qualification
2717,1997,Ecuador,Chile,1,1,FIFA World Cup qualification
2718,1997,Egipto,Túnez,0,0,FIFA World Cup qualification
2719,1997,El Salvador,México,0,1,FIFA World Cup qualification
2720,1997,Estonia,Suecia,2,3,FIFA World Cup qualification
2721,1997,Islas Feroe,Malta,2,1,FIFA World Cup qualification
2722,1997,Finlandia,Azerbaiyán,3,0,FIFA World Cup qualification
2723,1997,Guinea,Burkina Faso,3,1,FIFA World Cup qualification
2724,1997,Hungría,Noruega,1,1,FIFA World Cup qualification
2725,1997,Letonia,Austria,1,3,FIFA World Cup qualification
2726,1997,Liberia,Namibia,1,2,FIFA World Cup qualification
2727,1997,Rusia,Israel,2,0,FIFA World Cup qualification
2728,1997,Serbia,Eslovaquia,2,0,FIFA World Cup qualification
2729,1997,Sudáfrica,Zambia,3,0,FIFA World Cup qualification
2730,1997,España,República Checa,1,0,FIFA World Cup qualification
2731,1997,Togo,Zimbabue,2,1,FIFA World Cup qualification
2732,1997,Uruguay,Colombia,1,1,FIFA World Cup qualification
2733,1997,Venezuela,Bolivia,1,1,FIFA World Cup qualification
2734,1997,Vietnam,Turkmenistán,0,4,FIFA World Cup qualification
2735,1997,Irán,Kirguistán,3,1,FIFA World Cup qualification
2736,1997,Maldivas,Siria,0,12,FIFA World Cup qualification
2737,1997,Australia,Islas Salomón,13,0,FIFA World Cup qualification
2738,1997,Islandia,Lituania,0,0,FIFA World Cup qualification
2739,1997,Irán,Maldivas,9,0,FIFA World Cup qualification
2740,1997,Kirguistán,Siria,2,1,FIFA World Cup qualification
2741,1997,Nueva Zelanda,Papúa Nueva Guinea,7,0,FIFA World Cup qualification
2742,1997,Pakistán,Kazajistán,0,7,FIFA World Cup qualification
2743,1997,Australia,Tahití,5,0,FIFA World Cup qualification
2744,1997,Irán,Siria,2,2,FIFA World Cup qualification
2745,1997,Maldivas,Kirguistán,0,6,FIFA World Cup qualification
2746,1997,Yemen,Indonesia,1,1,FIFA World Cup qualification
2747,1997,Polonia,Georgia,4,1,FIFA World Cup qualification
2748,1997,Fiyi,Papúa Nueva Guinea,3,1,FIFA World Cup qualification
2749,1997,Islas Salomón,Tahití,4,1,FIFA World Cup qualification
2750,1997,Australia,Islas Salomón,6,2,FIFA World Cup qualification
2751,1997,Nueva Zelanda,Fiyi,5,0,FIFA World Cup qualification
2752,1997,Australia,Tahití,2,0,FIFA World Cup qualification
2753,1997,Irak,Pakistán,6,1,FIFA World Cup qualification
2754,1997,Uzbekistán,Indonesia,3,0,FIFA World Cup qualification
2755,1997,Papúa Nueva Guinea,Fiyi,0,1,FIFA World Cup qualification
2756,1997,Tahití,Islas Salomón,1,1,FIFA World Cup qualification
2757,1997,China,Vietnam,4,0,FIFA World Cup qualification
2758,1997,Japón,Macao,10,0,FIFA World Cup qualification
2759,1997,Líbano,Kuwait,1,3,FIFA World Cup qualification
2760,1997,Nepal,Omán,0,6,FIFA World Cup qualification
2761,1997,Tayikistán,Turkmenistán,5,0,FIFA World Cup qualification
2762,1997,Japón,Nepal,3,0,FIFA World Cup qualification
2763,1997,Macao,Omán,0,2,FIFA World Cup qualification
2764,1997,Japón,Omán,1,1,FIFA World Cup qualification
2765,1997,Macao,Nepal,2,1,FIFA World Cup qualification
2766,1997,Nueva Zelanda,Australia,0,3,FIFA World Cup qualification
2767,1997,Camboya,Uzbekistán,1,4,FIFA World Cup qualification
2768,1997,El Salvador,Estados Unidos,1,1,FIFA World Cup qualification
2769,1997,Kazajistán,Irak,3,1,FIFA World Cup qualification
2770,1997,Chile,Colombia,4,1,FIFA World Cup qualification
2771,1997,Australia,Nueva Zelanda,2,0,FIFA World Cup qualification
2772,1997,Paraguay,Argentina,1,2,FIFA World Cup qualification
2773,1997,Perú,Bolivia,2,1,FIFA World Cup qualification
2774,1997,Venezuela,Ecuador,1,1,FIFA World Cup qualification
2775,1997,Argentina,Venezuela,2,0,FIFA World Cup qualification
2776,1997,Bolivia,Uruguay,1,0,FIFA World Cup qualification
2777,1997,Chile,Paraguay,2,1,FIFA World Cup qualification
2778,1997,Colombia,Ecuador,1,0,FIFA World Cup qualification
2779,1997,Costa Rica,El Salvador,0,0,FIFA World Cup qualification
2780,1997,Guinea,Nigeria,1,0,FIFA World Cup qualification
2781,1997,Burkina Faso,Kenia,2,4,FIFA World Cup qualification
2782,1997,Marruecos,Gabón,2,0,FIFA World Cup qualification
2783,1997,Sudáfrica,Congo,1,0,FIFA World Cup qualification
2784,1997,Zambia,República Democrática del Congo,2,0,FIFA World Cup qualification
2785,1997,Egipto,Liberia,5,0,FIFA World Cup qualification
2786,1997,Ghana,Sierra Leona,0,2,FIFA World Cup qualification
2787,1997,Togo,Angola,1,1,FIFA World Cup qualification
2788,1997,Túnez,Namibia,4,0,FIFA World Cup qualification
2789,1997,Zimbabue,Camerún,1,2,FIFA World Cup qualification
2790,1997,Bielorrusia,Suecia,1,2,FIFA World Cup qualification
2791,1997,Bosnia y Herzegovina,Dinamarca,3,0,FIFA World Cup qualification
2792,1997,Bulgaria,Israel,1,0,FIFA World Cup qualification
2793,1997,Colombia,Bolivia,3,0,FIFA World Cup qualification
2794,1997,República Checa,Islas Feroe,2,0,FIFA World Cup qualification
2795,1997,Ecuador,Paraguay,2,1,FIFA World Cup qualification
2796,1997,Estonia,Austria,0,3,FIFA World Cup qualification
2797,1997,Finlandia,Noruega,0,4,FIFA World Cup qualification
2798,1997,Hungría,Suiza,1,1,FIFA World Cup qualification
2799,1997,Irlanda,Lituania,0,0,FIFA World Cup qualification
2800,1997,Liechtenstein,Islandia,0,4,FIFA World Cup qualification
2801,1997,Irlanda del Norte,Alemania,1,3,FIFA World Cup qualification
2802,1997,Portugal,Armenia,3,1,FIFA World Cup qualification
2803,1997,Rumania,Macedonia del Norte,4,2,FIFA World Cup qualification
2804,1997,Turquía,Gales,6,4,FIFA World Cup qualification
2805,1997,Ucrania,Albania,1,0,FIFA World Cup qualification
2806,1997,Uruguay,Chile,1,0,FIFA World Cup qualification
2807,1997,Venezuela,Perú,0,3,FIFA World Cup qualification
2808,1997,Eslovaquia,República Checa,2,1,FIFA World Cup qualification
2809,1997,Uzbekistán,Yemen,5,1,FIFA World Cup qualification
2810,1997,Armenia,Albania,3,0,FIFA World Cup qualification
2811,1997,Austria,Suecia,1,0,FIFA World Cup qualification
2812,1997,Azerbaiyán,Noruega,0,1,FIFA World Cup qualification
2813,1997,Croacia,Bosnia y Herzegovina,3,2,FIFA World Cup qualification
2814,1997,Islas Feroe,República Checa,0,2,FIFA World Cup qualification
2815,1997,Alemania,Portugal,1,1,FIFA World Cup qualification
2816,1997,Islandia,Irlanda,2,4,FIFA World Cup qualification
2817,1997,Corea del Sur,Kazajistán,3,0,FIFA World Cup qualification
2818,1997,Letonia,Estonia,1,0,FIFA World Cup qualification
2819,1997,Liechtenstein,Rumania,1,8,FIFA World Cup qualification
2820,1997,Lituania,Macedonia del Norte,2,0,FIFA World Cup qualification
2821,1997,Países Bajos,Bélgica,3,1,FIFA World Cup qualification
2822,1997,Eslovenia,Grecia,0,3,FIFA World Cup qualification
2823,1997,Suiza,Finlandia,1,2,FIFA World Cup qualification
2824,1997,Jamaica,Canadá,1,0,FIFA World Cup qualification
2825,1997,Japón,Uzbekistán,6,3,FIFA World Cup qualification
2826,1997,Luxemburgo,Chipre,1,3,FIFA World Cup qualification
2827,1997,Escocia,Bielorrusia,4,1,FIFA World Cup qualification
2828,1997,Estados Unidos,Costa Rica,1,0,FIFA World Cup qualification
2829,1997,Albania,Irlanda del Norte,1,0,FIFA World Cup qualification
2830,1997,Bielorrusia,Austria,0,1,FIFA World Cup qualification
2831,1997,Bosnia y Herzegovina,Eslovenia,1,0,FIFA World Cup qualification
2832,1997,Bulgaria,Rusia,1,0,FIFA World Cup qualification
2833,1997,Chile,Argentina,1,2,FIFA World Cup qualification
2834,1997,Colombia,Venezuela,1,0,FIFA World Cup qualification
2835,1997,Dinamarca,Croacia,3,1,FIFA World Cup qualification
2836,1997,Inglaterra,Moldavia,4,0,FIFA World Cup qualification
2837,1997,Georgia,Italia,0,0,FIFA World Cup qualification
2838,1997,Alemania,Armenia,4,0,FIFA World Cup qualification
2839,1997,Hungría,Azerbaiyán,3,1,FIFA World Cup qualification
2840,1997,Lituania,Irlanda,1,2,FIFA World Cup qualification
2841,1997,Noruega,Suiza,5,0,FIFA World Cup qualification
2842,1997,Paraguay,Bolivia,2,1,FIFA World Cup qualification
2843,1997,Perú,Uruguay,2,1,FIFA World Cup qualification
2844,1997,Rumania,Islandia,4,0,FIFA World Cup qualification
2845,1997,San Marino,Turquía,0,5,FIFA World Cup qualification
2846,1997,Eslovaquia,Serbia,1,1,FIFA World Cup qualification
2847,1997,Suecia,Letonia,1,0,FIFA World Cup qualification
2848,1997,Corea del Sur,Uzbekistán,2,1,FIFA World Cup qualification
2849,1997,Emiratos Árabes Unidos,Kazajistán,4,0,FIFA World Cup qualification
2850,1997,China,Irán,2,4,FIFA World Cup qualification
2851,1997,El Salvador,Canadá,4,1,FIFA World Cup qualification
2852,1997,Jamaica,Costa Rica,1,0,FIFA World Cup qualification
2853,1997,Arabia Saudita,Kuwait,2,1,FIFA World Cup qualification
2854,1997,Irán,Arabia Saudita,1,1,FIFA World Cup qualification
2855,1997,Catar,Kuwait,0,2,FIFA World Cup qualification
2856,1997,Emiratos Árabes Unidos,Japón,0,0,FIFA World Cup qualification
2857,1997,Kazajistán,Uzbekistán,1,1,FIFA World Cup qualification
2858,1997,Malta,República Checa,0,1,FIFA World Cup qualification
2859,1997,Moldavia,Georgia,0,1,FIFA World Cup qualification
2860,1997,Eslovaquia,España,1,2,FIFA World Cup qualification
2861,1997,Kuwait,Irán,1,1,FIFA World Cup qualification
2862,1997,Catar,China,1,1,FIFA World Cup qualification
2863,1997,Uzbekistán,Emiratos Árabes Unidos,2,3,FIFA World Cup qualification
2864,1997,Japón,Corea del Sur,1,2,FIFA World Cup qualification
2865,1997,China,Arabia Saudita,1,0,FIFA World Cup qualification
2866,1997,Irán,Catar,3,0,FIFA World Cup qualification
2867,1997,Estados Unidos,Jamaica,1,1,FIFA World Cup qualification
2868,1997,Kazajistán,Japón,1,1,FIFA World Cup qualification
2869,1997,Corea del Sur,Emiratos Árabes Unidos,3,0,FIFA World Cup qualification
2870,1997,México,El Salvador,5,0,FIFA World Cup qualification
2871,1997,Moldavia,Polonia,0,3,FIFA World Cup qualification
2872,1997,Kuwait,China,1,2,FIFA World Cup qualification
2873,1997,Armenia,Ucrania,0,2,FIFA World Cup qualification
2874,1997,Austria,Bielorrusia,4,0,FIFA World Cup qualification
2875,1997,Bélgica,Gales,3,2,FIFA World Cup qualification
2876,1997,Chipre,Luxemburgo,2,0,FIFA World Cup qualification
2877,1997,República Checa,Eslovaquia,3,0,FIFA World Cup qualification
2878,1997,Finlandia,Hungría,1,1,FIFA World Cup qualification
2879,1997,Georgia,Polonia,3,0,FIFA World Cup qualification
2880,1997,Alemania,Albania,4,3,FIFA World Cup qualification
2881,1997,Grecia,Dinamarca,0,0,FIFA World Cup qualification
2882,1997,Islandia,Liechtenstein,4,0,FIFA World Cup qualification
2883,1997,Irlanda,Rumania,1,1,FIFA World Cup qualification
2884,1997,Italia,Inglaterra,0,0,FIFA World Cup qualification
2885,1997,Kazajistán,Corea del Sur,1,1,FIFA World Cup qualification
2886,1997,Macedonia del Norte,Lituania,1,2,FIFA World Cup qualification
2887,1997,Malta,Serbia,0,5,FIFA World Cup qualification
2888,1997,Países Bajos,Turquía,0,0,FIFA World Cup qualification
2889,1997,Portugal,Irlanda del Norte,1,0,FIFA World Cup qualification
2890,1997,Rusia,Bulgaria,4,2,FIFA World Cup qualification
2891,1997,Arabia Saudita,Catar,1,0,FIFA World Cup qualification
2892,1997,Escocia,Letonia,2,0,FIFA World Cup qualification
2893,1997,Eslovenia,Croacia,1,3,FIFA World Cup qualification
2894,1997,España,Islas Feroe,3,1,FIFA World Cup qualification
2895,1997,Suecia,Estonia,1,0,FIFA World Cup qualification
2896,1997,Suiza,Azerbaiyán,5,0,FIFA World Cup qualification
2897,1997,Uzbekistán,Japón,1,1,FIFA World Cup qualification
2898,1997,Argentina,Uruguay,0,0,FIFA World Cup qualification
2899,1997,Canadá,México,2,2,FIFA World Cup qualification
2900,1997,Ecuador,Bolivia,1,0,FIFA World Cup qualification
2901,1997,Paraguay,Venezuela,1,0,FIFA World Cup qualification
2902,1997,Perú,Chile,0,4,FIFA World Cup qualification
2903,1997,Irán,China,4,1,FIFA World Cup qualification
2904,1997,Kuwait,Arabia Saudita,2,1,FIFA World Cup qualification
2905,1997,Kazajistán,Emiratos Árabes Unidos,3,0,FIFA World Cup qualification
2906,1997,Uzbekistán,Corea del Sur,1,5,FIFA World Cup qualification
2907,1997,Kuwait,Catar,0,1,FIFA World Cup qualification
2908,1997,Arabia Saudita,Irán,1,0,FIFA World Cup qualification
2909,1997,Uzbekistán,Kazajistán,4,0,FIFA World Cup qualification
2910,1997,Japón,Emiratos Árabes Unidos,1,1,FIFA World Cup qualification
2911,1997,Croacia,Ucrania,2,0,FIFA World Cup qualification
2912,1997,Hungría,Serbia,1,7,FIFA World Cup qualification
