id,agno,home,away,score_0,score_1,tournament
6618,2016,Islas Feroe,Portugal,0,6,FIFA World Cup qualification
6619,2016,Gibraltar,Bélgica,0,6,FIFA World Cup qualification
6620,2016,Letonia,Hungría,0,2,FIFA World Cup qualification
6621,2016,Países Bajos,Francia,0,1,FIFA World Cup qualification
6622,2016,Suecia,Bulgaria,3,0,FIFA World Cup qualification
6623,2016,Argentina,Paraguay,0,1,FIFA World Cup qualification
6624,2016,Australia,Japón,1,1,FIFA World Cup qualification
6625,2016,Bolivia,Ecuador,2,2,FIFA World Cup qualification
6626,2016,Chile,Perú,2,1,FIFA World Cup qualification
6627,2016,Colombia,Uruguay,2,2,FIFA World Cup qualification
6628,2016,República Checa,Azerbaiyán,0,0,FIFA World Cup qualification
6629,2016,Dinamarca,Montenegro,0,1,FIFA World Cup qualification
6630,2016,Alemania,Irlanda del Norte,2,0,FIFA World Cup qualification
6631,2016,Irán,Corea del Sur,1,0,FIFA World Cup qualification
6632,2016,Irak,Tailandia,4,0,FIFA World Cup qualification
6633,2016,Kazajistán,Rumania,0,0,FIFA World Cup qualification
6634,2016,Lituania,Malta,2,0,FIFA World Cup qualification
6635,2016,Noruega,San Marino,4,1,FIFA World Cup qualification
6636,2016,Polonia,Armenia,2,1,FIFA World Cup qualification
6637,2016,Catar,Siria,1,0,FIFA World Cup qualification
6638,2016,Arabia Saudita,Emiratos Árabes Unidos,3,0,FIFA World Cup qualification
6639,2016,Eslovaquia,Escocia,3,0,FIFA World Cup qualification
6640,2016,Eslovenia,Inglaterra,0,0,FIFA World Cup qualification
6641,2016,Uzbekistán,China,2,0,FIFA World Cup qualification
6642,2016,Venezuela,Brasil,0,2,FIFA World Cup qualification
6643,2016,Tahití,Islas Salomón,3,0,FIFA World Cup qualification
6644,2016,Brasil,Argentina,3,0,FIFA World Cup qualification
6645,2016,Colombia,Chile,0,0,FIFA World Cup qualification
6646,2016,Paraguay,Perú,1,4,FIFA World Cup qualification
6647,2016,Uruguay,Ecuador,2,1,FIFA World Cup qualification
6648,2016,Venezuela,Bolivia,5,0,FIFA World Cup qualification
6649,2016,Armenia,Montenegro,3,2,FIFA World Cup qualification
6650,2016,República Checa,Noruega,2,1,FIFA World Cup qualification
6651,2016,Dinamarca,Kazajistán,4,1,FIFA World Cup qualification
6652,2016,Inglaterra,Escocia,3,0,FIFA World Cup qualification
6653,2016,Francia,Suecia,2,1,FIFA World Cup qualification
6654,2016,Honduras,Panamá,0,1,FIFA World Cup qualification
6655,2016,Libia,Túnez,0,1,FIFA World Cup qualification
6656,2016,Malta,Eslovenia,0,1,FIFA World Cup qualification
6657,2016,Irlanda del Norte,Azerbaiyán,4,0,FIFA World Cup qualification
6658,2016,Rumania,Polonia,0,3,FIFA World Cup qualification
6659,2016,San Marino,Alemania,0,8,FIFA World Cup qualification
6660,2016,Eslovaquia,Lituania,4,0,FIFA World Cup qualification
6661,2016,Trinidad y Tobago,Costa Rica,0,2,FIFA World Cup qualification
6662,2016,Estados Unidos,México,1,2,FIFA World Cup qualification
6663,2016,Albania,Israel,0,3,FIFA World Cup qualification
6664,2016,Austria,Irlanda,0,1,FIFA World Cup qualification
6665,2016,Camerún,Zambia,1,1,FIFA World Cup qualification
6666,2016,Cabo Verde,Burkina Faso,0,2,FIFA World Cup qualification
6667,2016,Croacia,Islandia,2,0,FIFA World Cup qualification
6668,2016,Georgia,Moldavia,1,1,FIFA World Cup qualification
6669,2016,Liechtenstein,Italia,0,4,FIFA World Cup qualification
6670,2016,Malí,Gabón,0,0,FIFA World Cup qualification
6671,2016,Marruecos,Costa de Marfil,0,0,FIFA World Cup qualification
6672,2016,Nueva Zelanda,Nueva Caledonia,2,0,FIFA World Cup qualification
6673,2016,Nigeria,Argelia,3,1,FIFA World Cup qualification
6674,2016,España,Macedonia del Norte,4,0,FIFA World Cup qualification
6675,2016,Turquía,Kosovo,2,0,FIFA World Cup qualification
6676,2016,Uganda,Congo,1,0,FIFA World Cup qualification
6677,2016,Ucrania,Finlandia,1,0,FIFA World Cup qualification
6678,2016,Gales,Serbia,1,1,FIFA World Cup qualification
6679,2016,Bélgica,Estonia,8,1,FIFA World Cup qualification
6680,2016,Bulgaria,Bielorrusia,1,0,FIFA World Cup qualification
6681,2016,Chipre,Gibraltar,3,1,FIFA World Cup qualification
6682,2016,Egipto,Ghana,2,0,FIFA World Cup qualification
6683,2016,Grecia,Bosnia y Herzegovina,1,1,FIFA World Cup qualification
6684,2016,Guinea,República Democrática del Congo,1,2,FIFA World Cup qualification
6685,2016,Hungría,Andorra,4,0,FIFA World Cup qualification
6686,2016,Luxemburgo,Países Bajos,1,3,FIFA World Cup qualification
6687,2016,Portugal,Letonia,4,1,FIFA World Cup qualification
6688,2016,Islas Salomón,Tahití,1,0,FIFA World Cup qualification
6689,2016,Suiza,Islas Feroe,2,0,FIFA World Cup qualification
6690,2016,Argentina,Colombia,3,0,FIFA World Cup qualification
6691,2016,Bolivia,Paraguay,1,0,FIFA World Cup qualification
6692,2016,Chile,Uruguay,3,1,FIFA World Cup qualification
6693,2016,China,Catar,0,0,FIFA World Cup qualification
6694,2016,Costa Rica,Estados Unidos,4,0,FIFA World Cup qualification
6695,2016,Ecuador,Venezuela,3,0,FIFA World Cup qualification
6696,2016,Honduras,Trinidad y Tobago,3,1,FIFA World Cup qualification
6697,2016,Japón,Arabia Saudita,2,1,FIFA World Cup qualification
6698,2016,Corea del Sur,Uzbekistán,2,1,FIFA World Cup qualification
6699,2016,Nueva Caledonia,Nueva Zelanda,0,0,FIFA World Cup qualification
6700,2016,Panamá,México,0,0,FIFA World Cup qualification
6701,2016,Perú,Brasil,0,2,FIFA World Cup qualification
6702,2016,Siria,Irán,0,0,FIFA World Cup qualification
6703,2016,Tailandia,Australia,2,2,FIFA World Cup qualification
6704,2016,Emiratos Árabes Unidos,Irak,2,0,FIFA World Cup qualification
6705,2017,Argentina,Chile,1,0,FIFA World Cup qualification
6706,2017,China,Corea del Sur,1,0,FIFA World Cup qualification
6707,2017,Colombia,Bolivia,1,0,FIFA World Cup qualification
6708,2017,Irak,Australia,1,1,FIFA World Cup qualification
6709,2017,Papúa Nueva Guinea,Tahití,1,3,FIFA World Cup qualification
6710,2017,Paraguay,Ecuador,2,1,FIFA World Cup qualification
6711,2017,Catar,Irán,0,1,FIFA World Cup qualification
6712,2017,Siria,Uzbekistán,1,0,FIFA World Cup qualification
6713,2017,Tailandia,Arabia Saudita,0,3,FIFA World Cup qualification
6714,2017,Emiratos Árabes Unidos,Japón,0,2,FIFA World Cup qualification
6715,2017,Uruguay,Brasil,1,4,FIFA World Cup qualification
6716,2017,Venezuela,Perú,2,2,FIFA World Cup qualification
6717,2017,Austria,Moldavia,2,0,FIFA World Cup qualification
6718,2017,Croacia,Ucrania,1,0,FIFA World Cup qualification
6719,2017,Georgia,Serbia,1,3,FIFA World Cup qualification
6720,2017,Irlanda,Gales,0,0,FIFA World Cup qualification
6721,2017,Italia,Albania,2,0,FIFA World Cup qualification
6722,2017,Kosovo,Islandia,1,2,FIFA World Cup qualification
6723,2017,Liechtenstein,Macedonia del Norte,0,3,FIFA World Cup qualification
6724,2017,México,Costa Rica,2,0,FIFA World Cup qualification
6725,2017,España,Israel,4,1,FIFA World Cup qualification
6726,2017,Trinidad y Tobago,Panamá,1,0,FIFA World Cup qualification
6727,2017,Turquía,Finlandia,2,0,FIFA World Cup qualification
6728,2017,Estados Unidos,Honduras,6,0,FIFA World Cup qualification
6729,2017,Andorra,Islas Feroe,0,0,FIFA World Cup qualification
6730,2017,Bélgica,Grecia,1,1,FIFA World Cup qualification
6731,2017,Bosnia y Herzegovina,Gibraltar,5,0,FIFA World Cup qualification
6732,2017,Bulgaria,Países Bajos,2,0,FIFA World Cup qualification
6733,2017,Chipre,Estonia,0,0,FIFA World Cup qualification
6734,2017,Fiyi,Nueva Zelanda,0,2,FIFA World Cup qualification
6735,2017,Luxemburgo,Francia,1,3,FIFA World Cup qualification
6736,2017,Portugal,Hungría,3,0,FIFA World Cup qualification
6737,2017,Suecia,Bielorrusia,4,0,FIFA World Cup qualification
6738,2017,Suiza,Letonia,1,0,FIFA World Cup qualification
6739,2017,Armenia,Kazajistán,2,0,FIFA World Cup qualification
6740,2017,Azerbaiyán,Alemania,1,4,FIFA World Cup qualification
6741,2017,Inglaterra,Lituania,2,0,FIFA World Cup qualification
6742,2017,Malta,Eslovaquia,1,3,FIFA World Cup qualification
6743,2017,Montenegro,Polonia,1,2,FIFA World Cup qualification
6744,2017,Irlanda del Norte,Noruega,2,0,FIFA World Cup qualification
6745,2017,Rumania,Dinamarca,0,0,FIFA World Cup qualification
6746,2017,San Marino,República Checa,0,6,FIFA World Cup qualification
6747,2017,Escocia,Eslovenia,1,0,FIFA World Cup qualification
6748,2017,Australia,Emiratos Árabes Unidos,2,0,FIFA World Cup qualification
6749,2017,Bolivia,Argentina,2,0,FIFA World Cup qualification
6750,2017,Brasil,Paraguay,3,0,FIFA World Cup qualification
6751,2017,Chile,Venezuela,3,1,FIFA World Cup qualification
6752,2017,Ecuador,Colombia,0,2,FIFA World Cup qualification
6753,2017,Honduras,Costa Rica,1,1,FIFA World Cup qualification
6754,2017,Irán,China,1,0,FIFA World Cup qualification
6755,2017,Japón,Tailandia,4,0,FIFA World Cup qualification
6756,2017,Corea del Sur,Siria,1,0,FIFA World Cup qualification
6757,2017,Nueva Zelanda,Fiyi,2,0,FIFA World Cup qualification
6758,2017,Panamá,Estados Unidos,1,1,FIFA World Cup qualification
6759,2017,Perú,Uruguay,2,1,FIFA World Cup qualification
6760,2017,Arabia Saudita,Irak,1,0,FIFA World Cup qualification
6761,2017,Trinidad y Tobago,México,0,1,FIFA World Cup qualification
6762,2017,Uzbekistán,Catar,1,0,FIFA World Cup qualification
6763,2017,Tahití,Papúa Nueva Guinea,1,2,FIFA World Cup qualification
6764,2017,Fiyi,Nueva Caledonia,2,2,FIFA World Cup qualification
6765,2017,Australia,Arabia Saudita,3,2,FIFA World Cup qualification
6766,2017,Costa Rica,Panamá,0,0,FIFA World Cup qualification
6767,2017,México,Honduras,3,0,FIFA World Cup qualification
6768,2017,Estados Unidos,Trinidad y Tobago,2,0,FIFA World Cup qualification
6769,2017,Andorra,Hungría,1,0,FIFA World Cup qualification
6770,2017,Bielorrusia,Bulgaria,2,1,FIFA World Cup qualification
6771,2017,Bosnia y Herzegovina,Grecia,0,0,FIFA World Cup qualification
6772,2017,Estonia,Bélgica,0,2,FIFA World Cup qualification
6773,2017,Islas Feroe,Suiza,0,2,FIFA World Cup qualification
6774,2017,Gibraltar,Chipre,1,2,FIFA World Cup qualification
6775,2017,Letonia,Portugal,0,3,FIFA World Cup qualification
6776,2017,Países Bajos,Luxemburgo,5,0,FIFA World Cup qualification
6777,2017,Islas Salomón,Papúa Nueva Guinea,3,2,FIFA World Cup qualification
6778,2017,Suecia,Francia,2,1,FIFA World Cup qualification
6779,2017,Azerbaiyán,Irlanda del Norte,0,1,FIFA World Cup qualification
6780,2017,Alemania,San Marino,7,0,FIFA World Cup qualification
6781,2017,Kazajistán,Dinamarca,1,3,FIFA World Cup qualification
6782,2017,Lituania,Eslovaquia,1,2,FIFA World Cup qualification
6783,2017,Montenegro,Armenia,4,1,FIFA World Cup qualification
6784,2017,Noruega,República Checa,1,1,FIFA World Cup qualification
6785,2017,Polonia,Rumania,3,1,FIFA World Cup qualification
6786,2017,Escocia,Inglaterra,2,2,FIFA World Cup qualification
6787,2017,Eslovenia,Malta,2,0,FIFA World Cup qualification
6788,2017,Finlandia,Ucrania,1,2,FIFA World Cup qualification
6789,2017,Islandia,Croacia,1,0,FIFA World Cup qualification
6790,2017,Irlanda,Austria,1,1,FIFA World Cup qualification
6791,2017,Israel,Albania,0,3,FIFA World Cup qualification
6792,2017,Italia,Liechtenstein,5,0,FIFA World Cup qualification
6793,2017,Kosovo,Turquía,1,4,FIFA World Cup qualification
6794,2017,Macedonia del Norte,España,1,2,FIFA World Cup qualification
6795,2017,México,Estados Unidos,1,1,FIFA World Cup qualification
6796,2017,Moldavia,Georgia,2,2,FIFA World Cup qualification
6797,2017,Nueva Caledonia,Fiyi,2,1,FIFA World Cup qualification
6798,2017,Serbia,Gales,1,1,FIFA World Cup qualification
6799,2017,Irán,Uzbekistán,2,0,FIFA World Cup qualification
6800,2017,Costa Rica,Trinidad y Tobago,2,1,FIFA World Cup qualification
6801,2017,Irak,Japón,1,1,FIFA World Cup qualification
6802,2017,Panamá,Honduras,2,2,FIFA World Cup qualification
6803,2017,Papúa Nueva Guinea,Islas Salomón,1,2,FIFA World Cup qualification
6804,2017,Catar,Corea del Sur,3,2,FIFA World Cup qualification
6805,2017,Siria,China,2,2,FIFA World Cup qualification
6806,2017,Tailandia,Emiratos Árabes Unidos,1,1,FIFA World Cup qualification
6807,2017,Emiratos Árabes Unidos,Arabia Saudita,2,1,FIFA World Cup qualification
6808,2017,Bélgica,Gibraltar,9,0,FIFA World Cup qualification
6809,2017,Brasil,Ecuador,2,0,FIFA World Cup qualification
6810,2017,Bulgaria,Suecia,3,2,FIFA World Cup qualification
6811,2017,Chile,Paraguay,0,3,FIFA World Cup qualification
6812,2017,China,Uzbekistán,1,0,FIFA World Cup qualification
6813,2017,Chipre,Bosnia y Herzegovina,3,2,FIFA World Cup qualification
6814,2017,Francia,Países Bajos,4,0,FIFA World Cup qualification
6815,2017,Grecia,Estonia,0,0,FIFA World Cup qualification
6816,2017,Guinea,Libia,3,2,FIFA World Cup qualification
6817,2017,Hungría,Letonia,3,1,FIFA World Cup qualification
6818,2017,Japón,Australia,2,0,FIFA World Cup qualification
6819,2017,Corea del Sur,Irán,0,0,FIFA World Cup qualification
6820,2017,Luxemburgo,Bielorrusia,1,0,FIFA World Cup qualification
6821,2017,Perú,Bolivia,2,1,FIFA World Cup qualification
6822,2017,Portugal,Islas Feroe,5,1,FIFA World Cup qualification
6823,2017,Suiza,Andorra,3,0,FIFA World Cup qualification
6824,2017,Siria,Catar,3,1,FIFA World Cup qualification
6825,2017,Tailandia,Irak,1,2,FIFA World Cup qualification
6826,2017,Uganda,Egipto,1,0,FIFA World Cup qualification
6827,2017,Uruguay,Argentina,0,0,FIFA World Cup qualification
6828,2017,Venezuela,Colombia,0,0,FIFA World Cup qualification
6829,2017,Cabo Verde,Sudáfrica,2,1,FIFA World Cup qualification
6830,2017,República Checa,Alemania,1,2,FIFA World Cup qualification
6831,2017,Dinamarca,Polonia,4,0,FIFA World Cup qualification
6832,2017,Ghana,Congo,1,1,FIFA World Cup qualification
6833,2017,Kazajistán,Montenegro,0,3,FIFA World Cup qualification
6834,2017,Lituania,Escocia,0,3,FIFA World Cup qualification
6835,2017,Malta,Inglaterra,0,4,FIFA World Cup qualification
6836,2017,México,Panamá,1,0,FIFA World Cup qualification
6837,2017,Marruecos,Malí,6,0,FIFA World Cup qualification
6838,2017,Nueva Zelanda,Islas Salomón,6,1,FIFA World Cup qualification
6839,2017,Nigeria,Camerún,4,0,FIFA World Cup qualification
6840,2017,Noruega,Azerbaiyán,2,0,FIFA World Cup qualification
6841,2017,Rumania,Armenia,1,0,FIFA World Cup qualification
6842,2017,San Marino,Irlanda del Norte,0,3,FIFA World Cup qualification
6843,2017,Eslovaquia,Eslovenia,1,0,FIFA World Cup qualification
6844,2017,Trinidad y Tobago,Honduras,1,2,FIFA World Cup qualification
6845,2017,Túnez,República Democrática del Congo,2,1,FIFA World Cup qualification
6846,2017,Estados Unidos,Costa Rica,0,2,FIFA World Cup qualification
6847,2017,Albania,Liechtenstein,2,0,FIFA World Cup qualification
6848,2017,Croacia,Kosovo,1,0,FIFA World Cup qualification
6849,2017,Finlandia,Islandia,1,0,FIFA World Cup qualification
6850,2017,Gabón,Costa de Marfil,0,3,FIFA World Cup qualification
6851,2017,Georgia,Irlanda,1,1,FIFA World Cup qualification
6852,2017,Israel,Macedonia del Norte,0,1,FIFA World Cup qualification
6853,2017,Senegal,Burkina Faso,0,0,FIFA World Cup qualification
6854,2017,Serbia,Moldavia,3,0,FIFA World Cup qualification
6855,2017,España,Italia,3,0,FIFA World Cup qualification
6856,2017,Ucrania,Turquía,2,0,FIFA World Cup qualification
6857,2017,Gales,Austria,1,0,FIFA World Cup qualification
6858,2017,Zambia,Argelia,3,1,FIFA World Cup qualification
6859,2017,Bielorrusia,Suecia,0,4,FIFA World Cup qualification
6860,2017,Estonia,Chipre,1,0,FIFA World Cup qualification
